nom commune,code insee,code Departement,code Region,population,surface,code Postal,siren,density,code Postal 2,cp
ABLANCOURT,51001,51,44,168.0,717.04,51240,215100017.0,0.2342965524935847,51240,51
SAINT-MARTIN-D'ABLOIS,51002,51,44,1336.0,2227.53,51530,215100025.0,0.5997674554326989,51530,51
AIGNY,51003,51,44,289.0,1122.11,51150,215100033.0,0.2575505075260001,51150,51
ALLEMANCHE-LAUNAY-ET-SOYER,51004,51,44,121.0,1524.99,51260,215100041.0,0.0793447825887382,51260,51
ALLEMANT,51005,51,44,166.0,1585.26,51120,215100058.0,0.104714684026595,51120,51
ALLIANCELLES,51006,51,44,148.0,695.91,51250,215100066.0,0.2126711787443778,51250,51
AMBONNAY,51007,51,44,941.0,1173.82,51150,215100074.0,0.8016561312637372,51150,51
AMBRIÈRES,51008,51,44,210.0,1000.96,51290,215100082.0,0.2097985933503836,51290,51
ANGLURE,51009,51,44,777.0,805.76,51260,215100090.0,0.9643069896743448,51260,51
ANGLUZELLES-ET-COURCELLES,51010,51,44,149.0,1374.65,51230,215100108.0,0.1083912268577456,51230,51
ANTHENAY,51012,51,44,70.0,662.2,51700,215100116.0,0.1057082452431289,51700,51
AOUGNY,51013,51,44,103.0,748.49,51170,215100124.0,0.1376103889163515,51170,51
ARCIS-LE-PONSART,51014,51,44,285.0,1548.46,51170,215100132.0,0.1840538341319763,51170,51
ARGERS,51015,51,44,110.0,698.61,51800,215100140.0,0.1574555188159345,51800,51
ARRIGNY,51016,51,44,227.0,1607.77,51290,215100157.0,0.1411893492228366,51290,51
ARZILLIÈRES-NEUVILLE,51017,51,44,322.0,1224.71,51290,215100165.0,0.2629193849972646,51290,51
ATHIS,51018,51,44,885.0,1686.04,51150,215100173.0,0.5248985789186497,51150,51
AUBÉRIVE,51019,51,44,241.0,2766.55,51600,215100181.0,0.0871121071370479,51600,51
AUBILLY,51020,51,44,50.0,320.72,51170,215100199.0,0.1558992267398353,51170,51
AULNAY-L'AÎTRE,51022,51,44,168.0,830.93,51240,215100207.0,0.2021830960490053,51240,51
AULNAY-SUR-MARNE,51023,51,44,279.0,907.24,51150,215100215.0,0.3075261231868083,51150,51
AUMÉNANCOURT,51025,51,44,1130.0,1281.29,51110,215100223.0,0.881923686284916,51110,51
AUVE,51027,51,44,314.0,2326.73,51800,215100231.0,0.1349533465421428,51800,51
AVENAY-VAL-D'OR,51028,51,44,956.0,1242.17,51160,215100249.0,0.7696209053511194,51160,51
AVIZE,51029,51,44,1742.0,762.58,51190,215100256.0,2.2843504943743604,51190,51
AŸ-CHAMPAGNE,51030,51,44,5103.0,3209.75,5115051160,200055622.0,1.5898434457512267,5115051160,511
BACONNES,51031,51,44,289.0,2121.26,51400,215100272.0,0.1362397820163487,51400,51
BAGNEUX,51032,51,44,405.0,1385.53,51260,215100280.0,0.2923069150433408,51260,51
LE BAIZIL,51033,51,44,282.0,1465.77,51270,215100298.0,0.19239034773532,51270,51
BANNAY,51034,51,44,23.0,718.64,51270,215100306.0,0.0320048981409328,51270,51
BANNES,51035,51,44,252.0,2330.22,51230,215106162.0,0.1081442953884182,51230,51
BARBONNE-FAYEL,51036,51,44,482.0,2439.0,51120,215100314.0,0.1976219762197621,51120,51
BASLIEUX-LÈS-FISMES,51037,51,44,339.0,560.27,51170,215100322.0,0.6050654148892498,51170,51
BASLIEUX-SOUS-CHÂTILLON,51038,51,44,175.0,589.15,51700,215100330.0,0.2970381057455656,51700,51
BASSU,51039,51,44,95.0,1028.88,51300,215100348.0,0.0923334110877847,51300,51
BASSUET,51040,51,44,235.0,836.76,51300,215100355.0,0.2808451646828242,51300,51
BAUDEMENT,51041,51,44,98.0,854.2,51260,215100363.0,0.1147272301568719,51260,51
BAYE,51042,51,44,372.0,1798.91,51270,215100371.0,0.2067918906448905,51270,51
BAZANCOURT,51043,51,44,2495.0,1165.3,51110,215100389.0,2.141079550330387,51110,51
BEAUMONT-SUR-VESLE,51044,51,44,767.0,574.15,51360,215100397.0,1.3358878341896718,51360,51
BEAUNAY,51045,51,44,102.0,355.76,51270,215100405.0,0.2867101416685406,51270,51
BEINE-NAUROY,51046,51,44,1044.0,4271.57,51490,215100413.0,0.2444066233258497,51490,51
BELVAL-EN-ARGONNE,51047,51,44,44.0,1220.92,51330,215100421.0,0.0360383972741866,51330,51
BELVAL-SOUS-CHÂTILLON,51048,51,44,174.0,712.13,51480,215100439.0,0.2443374103042983,51480,51
BERGÈRES-LÈS-VERTUS,51049,51,44,596.0,1834.09,51130,215100447.0,0.3249567905609866,51130,51
BERGÈRES-SOUS-MONTMIRAIL,51050,51,44,137.0,1061.9,51210,215100454.0,0.1290140314530558,51210,51
BERMÉRICOURT,51051,51,44,266.0,809.36,51220,215100462.0,0.3286547395472966,51220,51
BERRU,51052,51,44,627.0,1366.17,51420,215100470.0,0.4589472759612639,51420,51
BERZIEUX,51053,51,44,70.0,1165.68,51800,215100488.0,0.0600507858074257,51800,51
BÉTHENIVILLE,51054,51,44,1259.0,1769.13,51490,215100496.0,0.7116492287169399,51490,51
BÉTHENY,51055,51,44,6975.0,2000.18,51450,215100504.0,3.487186153246208,51450,51
BETHON,51056,51,44,222.0,1535.44,51260,215100512.0,0.1445839629031417,51260,51
BETTANCOURT-LA-LONGUE,51057,51,44,75.0,614.95,51330,215100520.0,0.1219611350516302,51330,51
BEZANNES,51058,51,44,5039.0,812.18,51430,215100538.0,6.204289689477703,51430,51
BIGNICOURT-SUR-MARNE,51059,51,44,381.0,284.08,51300,215100546.0,1.341171500985638,51300,51
BIGNICOURT-SUR-SAULX,51060,51,44,153.0,1105.35,51340,215100553.0,0.1384176957524766,51340,51
BILLY-LE-GRAND,51061,51,44,149.0,729.05,51400,215100561.0,0.2043755572320142,51400,51
BINARVILLE,51062,51,44,82.0,1666.95,51800,215100579.0,0.0491916374216383,51800,51
BLACY,51065,51,44,614.0,1739.31,51300,215100603.0,0.353013551350823,51300,51
BLAISE-SOUS-ARZILLIÈRES,51066,51,44,316.0,689.01,51300,215100611.0,0.4586290474739118,51300,51
BLESME,51068,51,44,193.0,668.02,51340,215100629.0,0.2889135055836652,51340,51
BLIGNY,51069,51,44,107.0,261.64,51170,215100637.0,0.4089588747897875,51170,51
BOISSY-LE-REPOS,51070,51,44,234.0,1520.18,51210,215100645.0,0.1539291399702666,51210,51
BOUCHY-SAINT-GENEST,51071,51,44,213.0,1962.59,51310,215100652.0,0.1085300546726519,51310,51
BOUILLY,51072,51,44,230.0,569.78,51390,215100660.0,0.4036645722910597,51390,51
BOULEUSE,51073,51,44,221.0,403.19,51170,215100678.0,0.5481286738262358,51170,51
BOULT-SUR-SUIPPE,51074,51,44,1793.0,1970.84,51110,215100686.0,0.9097643644334396,51110,51
BOURGOGNE-FRESNE,51075,51,44,1477.0,2702.75,51110,200062990.0,0.5464804365923597,51110,51
BOURSAULT,51076,51,44,393.0,1649.95,51480,215100702.0,0.2381890360313948,51480,51
BOUVANCOURT,51077,51,44,174.0,1298.96,51140,215100710.0,0.1339533164993533,51140,51
BOUY,51078,51,44,533.0,2249.68,51400,215100728.0,0.2369225845453575,51400,51
BOUZY,51079,51,44,825.0,624.35,51150,215100736.0,1.3213742291983663,51150,51
