nom commune,code insee,code Departement,code Region,population,surface,code Postal,siren,density,code Postal 2,cp
ABLEIGES,95002,95,11,1108.0,797.86,95450,219500022.0,1.3887148121224275,95450,95
AINCOURT,95008,95,11,854.0,1009.02,95510,219500089.0,0.8463657806584607,95510,95
AMBLEVILLE,95011,95,11,388.0,804.93,9542095710,219500113.0,0.4820294932478601,9542095710,954
AMENUCOURT,95012,95,11,212.0,878.0,95510,219500121.0,0.2414578587699316,95510,95
ANDILLY,95014,95,11,2742.0,273.3,95580,219500147.0,10.032930845225026,95580,95
ARGENTEUIL,95018,95,11,106130.0,1738.97,95100,219500188.0,61.03038005255985,95100,95
ARNOUVILLE,95019,95,11,15023.0,284.39,95400,219500196.0,52.82534547628257,95400,95
ARRONVILLE,95023,95,11,618.0,1588.67,95810,219500238.0,0.3890046391006313,95810,95
ARTHIES,95024,95,11,265.0,749.98,95420,219500246.0,0.3533427558068215,95420,95
ASNIÈRES-SUR-OISE,95026,95,11,3127.0,1418.1,95270,219500261.0,2.205063112615472,95270,95
ATTAINVILLE,95028,95,11,1904.0,723.93,95570,219500287.0,2.630088544472532,95570,95
AUVERS-SUR-OISE,95039,95,11,6863.0,1278.32,95430,219500394.0,5.368765254396395,95430,95
AVERNES,95040,95,11,871.0,1718.52,95450,200076446.0,0.5068314596280521,95450,95
BAILLET-EN-FRANCE,95042,95,11,2021.0,802.67,95560,219500428.0,2.517846686683195,95560,95
BANTHELU,95046,95,11,146.0,822.35,95420,219500469.0,0.1775399768954824,95420,95
BEAUCHAMP,95051,95,11,9849.0,303.12,95250,219500519.0,32.492082343626286,95250,95
BEAUMONT-SUR-OISE,95052,95,11,10232.0,559.57,95260,219500527.0,18.28546919956395,95260,95
LE BELLAY-EN-VEXIN,95054,95,11,224.0,514.58,95750,219500543.0,0.4353064635236503,95750,95
BELLEFONTAINE,95055,95,11,474.0,756.14,95270,219500550.0,0.6268680403099955,95270,95
BELLOY-EN-FRANCE,95056,95,11,2250.0,947.11,95270,219500568.0,2.3756480239887656,95270,95
BERNES-SUR-OISE,95058,95,11,2684.0,551.17,95340,219500584.0,4.869640945624762,95340,95
BERVILLE,95059,95,11,374.0,851.49,95810,219500592.0,0.4392300555496835,95810,95
BESSANCOURT,95060,95,11,8869.0,637.83,95550,219500600.0,13.90495900161485,95550,95
BÉTHEMONT-LA-FORÊT,95061,95,11,435.0,379.26,95840,219500618.0,1.1469704160734062,95840,95
BEZONS,95063,95,11,36434.0,418.6,95870,219500634.0,87.03774486383182,95870,95
BOISEMONT,95074,95,11,892.0,200.78,95000,219500741.0,4.442673573065046,95000,95
BOISSY-L'AILLERIE,95078,95,11,2120.0,570.36,95650,219500782.0,3.716950697804895,95650,95
BONNEUIL-EN-FRANCE,95088,95,11,1185.0,475.53,95500,219500881.0,2.491956343448363,95500,95
BOUFFÉMONT,95091,95,11,6593.0,455.71,95570,219500915.0,14.467534177437406,95570,95
BOUQUEVAL,95094,95,11,314.0,282.05,95720,219500949.0,1.1132777876263074,95720,95
BRAY-ET-LÛ,95101,95,11,954.0,373.58,95710,219501012.0,2.553669896675411,95710,95
BRÉANÇON,95102,95,11,432.0,1068.17,95640,219501020.0,0.4044300064596459,95640,95
BRIGNANCOURT,95110,95,11,262.0,306.87,95640,219501103.0,0.8537817316779092,95640,95
BRUYÈRES-SUR-OISE,95116,95,11,4921.0,890.7,95820,219501160.0,5.5248680812843824,95820,95
BUHY,95119,95,11,329.0,694.25,95770,219501194.0,0.4738926899531869,95770,95
BUTRY-SUR-OISE,95120,95,11,2252.0,278.31,95430,219501202.0,8.091696309870288,95430,95
CERGY,95127,95,11,70906.0,1455.24,9500095800,219501277.0,48.72460899920288,9500095800,950
CHAMPAGNE-SUR-OISE,95134,95,11,5036.0,948.11,95660,219501343.0,5.311619959709317,95660,95
