nom commune,code insee,code Departement,code Region,population,surface,code Postal,siren,density,code Postal 2,cp
ABREST,03001,03,84,2915.0,1033.82,3200,210300018.0,2.819639782554023,3200,3
AGONGES,03002,03,84,300.0,2423.89,3210,210300026.0,0.1237679927719492,3210,3
AINAY-LE-CHÂTEAU,03003,03,84,989.0,2428.69,3360,210300034.0,0.4072154124239816,3360,3
ANDELAROCHE,03004,03,84,214.0,2034.89,3120,210300042.0,0.1051653897753686,3120,3
ARCHIGNAT,03005,03,84,321.0,2451.3,3380,210300059.0,0.1309509239995104,3380,3
ARFEUILLES,03006,03,84,594.0,5958.73,3120,210300067.0,0.0996856712755906,3120,3
ARPHEUILLES-SAINT-PRIEST,03007,03,84,383.0,1910.98,3420,210300075.0,0.200420726538216,3420,3
ARRONNES,03008,03,84,378.0,2605.21,3250,210300083.0,0.1450938695920866,3250,3
AUBIGNY,03009,03,84,146.0,1708.7,3460,210300091.0,0.0854450752033709,3460,3
AUDES,03010,03,84,402.0,2821.82,3190,210300109.0,0.142461248414144,3190,3
AUROUËR,03011,03,84,400.0,2581.39,3460,210300117.0,0.1549552760334548,3460,3
AUTRY-ISSARDS,03012,03,84,313.0,1944.32,3210,210300125.0,0.1609817314022383,3210,3
AVERMES,03013,03,84,4074.0,1560.5,3000,210300133.0,2.610701698173662,3000,3
AVRILLY,03014,03,84,144.0,1150.75,3130,210300141.0,0.1251357810123832,3130,3
BAGNEUX,03015,03,84,329.0,2544.74,3460,210300158.0,0.1292862925092543,3460,3
BARBERIER,03016,03,84,150.0,811.99,3140,210300166.0,0.1847313390558997,3140,3
BARRAIS-BUSSOLLES,03017,03,84,185.0,2546.37,3120,210300174.0,0.0726524424965735,3120,3
BAYET,03018,03,84,672.0,2329.05,3500,210300182.0,0.2885296580150705,3500,3
BEAULON,03019,03,84,1649.0,6375.23,3230,210300190.0,0.2586573347157671,3230,3
BEAUNE-D'ALLIER,03020,03,84,296.0,2443.36,3390,210300208.0,0.1211446532643572,3390,3
BÈGUES,03021,03,84,232.0,834.32,3800,210300216.0,0.2780707642151692,3800,3
BELLENAVES,03022,03,84,983.0,3482.78,3330,210300224.0,0.2822457921545432,3330,3
BELLERIVE-SUR-ALLIER,03023,03,84,8943.0,1881.58,3700,210300232.0,4.752920417946619,3700,3
BERT,03024,03,84,274.0,2435.56,3130,210300240.0,0.1124997947084038,3130,3
BESSAY-SUR-ALLIER,03025,03,84,1382.0,3475.86,3340,210300257.0,0.3975994430155414,3340,3
BESSON,03026,03,84,728.0,4726.69,3210,210300265.0,0.1540189858019036,3210,3
BÉZENET,03027,03,84,910.0,1000.05,3170,210300273.0,0.9099545022748864,3170,3
BILLEZOIS,03028,03,84,363.0,1569.19,3120,210300281.0,0.2313295394439169,3120,3
BILLY,03029,03,84,817.0,1024.11,3260,210300299.0,0.7977658649949714,3260,3
BIOZAT,03030,03,84,933.0,1639.51,3800,210300307.0,0.5690724667736092,3800,3
BIZENEUILLE,03031,03,84,296.0,2971.43,3170,210300315.0,0.0996153367233958,3170,3
BLOMARD,03032,03,84,222.0,2249.82,3390,210300323.0,0.0986745606315171,3390,3
BOST,03033,03,84,183.0,964.09,3300,210300331.0,0.1898163034571461,3300,3
