nom commune,code insee,code Departement,code Region,population,surface,code Postal,siren,density,code Postal 2,cp
AGEN-D'AVEYRON,12001,12,76,1116.0,2209.95,12630,211200019.0,0.5049888006515985,12630,12
AGUESSAC,12002,12,76,929.0,1775.48,12520,211200027.0,0.5232387861310744,12520,12
LES ALBRES,12003,12,76,346.0,1530.06,12220,211200035.0,0.2261349228134844,12220,12
ALMONT-LES-JUNIES,12004,12,76,437.0,2379.0,12300,211200043.0,0.1836906263135771,12300,12
ALRANCE,12006,12,76,335.0,3592.11,12430,211200068.0,0.093259950279919,12430,12
AMBEYRAC,12007,12,76,184.0,1117.91,12260,211200076.0,0.1645928563122254,12260,12
ANGLARS-SAINT-FÉLIX,12008,12,76,930.0,2222.99,12390,211200084.0,0.4183554581891957,12390,12
ARNAC-SUR-DOURDOU,12009,12,76,47.0,1653.65,12360,211200092.0,0.0284219756296677,12360,12
ARQUES,12010,12,76,159.0,1124.46,12290,211200100.0,0.1414012059121711,12290,12
ARVIEU,12011,12,76,774.0,4971.03,12120,211200118.0,0.1557021381886651,12120,12
ASPRIÈRES,12012,12,76,753.0,1723.76,12700,211200126.0,0.4368357543973639,12700,12
AUBIN,12013,12,76,3444.0,2716.23,12110,211200134.0,1.2679338642162117,12110,12
AURIAC-LAGAST,12015,12,76,228.0,3061.66,12120,211200159.0,0.0744694054859128,12120,12
AUZITS,12016,12,76,824.0,2448.79,12390,211200167.0,0.3364927168111598,12390,12
AYSSÈNES,12017,12,76,225.0,2311.23,12430,211200175.0,0.0973507612829532,12430,12
BALAGUIER-D'OLT,12018,12,76,179.0,1094.23,12260,211200183.0,0.1635853522568381,12260,12
BALAGUIER-SUR-RANCE,12019,12,76,90.0,975.09,12380,211200191.0,0.0922991723840876,12380,12
LE BAS SÉGALA,12021,12,76,1608.0,8238.92,1220012240,200055408.0,0.1951712117607647,1220012240,122
LA BASTIDE-PRADINES,12022,12,76,122.0,2056.98,12490,211200225.0,0.0593102509504224,12490,12
LA BASTIDE-SOLAGES,12023,12,76,117.0,704.12,12550,211200233.0,0.1661648582627961,12550,12
BELCASTEL,12024,12,76,189.0,1083.81,12390,211200241.0,0.1743848091455144,12390,12
BELMONT-SUR-RANCE,12025,12,76,1001.0,4423.36,12370,211200258.0,0.2262985603703971,12370,12
BERTHOLÈNE,12026,12,76,1043.0,4685.94,12310,211200266.0,0.2225807415374503,12310,12
BESSUÉJOULS,12027,12,76,222.0,1132.89,12500,211200274.0,0.1959590074941079,12500,12
BOISSE-PENCHOT,12028,12,76,514.0,453.03,12300,211200282.0,1.1345826987175245,12300,12
BOR-ET-BAR,12029,12,76,206.0,1305.95,12270,211200290.0,0.1577395765534668,12270,12
BOUILLAC,12030,12,76,375.0,821.66,12300,211200308.0,0.4563931553197186,12300,12
BOURNAZEL,12031,12,76,327.0,1642.84,12390,211200316.0,0.1990455552579679,12390,12
BOUSSAC,12032,12,76,611.0,1809.18,12160,211200324.0,0.3377220619286085,12160,12
BOZOULS,12033,12,76,3001.0,6952.55,12340,211200332.0,0.431640189570733,12340,12
BRANDONNET,12034,12,76,287.0,1191.84,12350,211200340.0,0.2408041347831924,12350,12
BRASC,12035,12,76,170.0,2025.73,12550,211200357.0,0.0839203645105715,12550,12
BROMMAT,12036,12,76,628.0,4356.9,12600,211200365.0,0.1441391815281507,12600,12
BROQUIÈS,12037,12,76,613.0,3787.78,12480,211200373.0,0.1618362206886355,12480,12
BROUSSE-LE-CHÂTEAU,12038,12,76,164.0,1537.92,12480,211200381.0,0.1066375364128173,12480,12
BRUSQUE,12039,12,76,258.0,3608.24,12360,211200399.0,0.0715030042347515,12360,12
CABANÈS,12041,12,76,284.0,1595.58,12800,211200415.0,0.1779917020769877,12800,12
CALMELS-ET-LE-VIALA,12042,12,76,182.0,2318.48,12400,211200423.0,0.0784997067043925,12400,12
CALMONT,12043,12,76,2192.0,3082.27,12450,211200431.0,0.7111641744558393,12450,12
CAMARÈS,12044,12,76,1030.0,4202.73,12360,211200449.0,0.245078794021981,12360,12
