nom commune,code insee,code Departement,code Region,population,surface,code Postal,siren,density,code Postal 2,cp
ABEILHAN,34001,34,76,1850.0,785.49,34290,213400013.0,2.3552177621611987,34290,34
ADISSAN,34002,34,76,1371.0,444.32,34230,213400021.0,3.085613971912136,34230,34
AGDE,34003,34,76,29939.0,5022.22,34300,213400039.0,5.961307947481393,34300,34
AGEL,34004,34,76,240.0,1216.16,34210,213400047.0,0.1973424549401394,34210,34
AGONÈS,34005,34,76,319.0,422.31,34190,213400054.0,0.755369278492103,34190,34
AIGNE,34006,34,76,301.0,1111.9,34210,213400062.0,0.2707077974638007,34210,34
AIGUES-VIVES,34007,34,76,476.0,1272.76,34210,213400070.0,0.3739903831044344,34210,34
LES AIRES,34008,34,76,618.0,2063.58,34600,213400088.0,0.2994795452563021,34600,34
ALIGNAN-DU-VENT,34009,34,76,1796.0,1743.33,34290,213400096.0,1.0302122948609844,34290,34
ANIANE,34010,34,76,2979.0,3034.85,34150,213400104.0,0.9815971135311464,34150,34
ARBORAS,34011,34,76,107.0,657.03,34150,213400112.0,0.1628540553703788,34150,34
ARGELLIERS,34012,34,76,1002.0,5061.73,34380,213400120.0,0.197956034794428,34380,34
ASPIRAN,34013,34,76,1672.0,1627.13,34800,213400138.0,1.027576161708038,34800,34
ASSAS,34014,34,76,1405.0,1930.07,34820,213400146.0,0.7279528721756205,34820,34
ASSIGNAN,34015,34,76,174.0,827.98,34360,213400153.0,0.2101500036232759,34360,34
AUMELAS,34016,34,76,624.0,5832.2,34230,213400161.0,0.1069922156304653,34230,34
AUMES,34017,34,76,498.0,741.25,34530,213400179.0,0.6718381112984823,34530,34
AUTIGNAC,34018,34,76,982.0,1163.06,34480,213400187.0,0.844324454456348,34480,34
AVÈNE,34019,34,76,294.0,6222.07,34260,213400195.0,0.0472511559657798,34260,34
AZILLANET,34020,34,76,357.0,1435.85,34210,213400203.0,0.2486332137758122,34210,34
BABEAU-BOULDOUX,34021,34,76,309.0,2134.44,34360,213400211.0,0.1447686512621577,34360,34
BAILLARGUES,34022,34,76,7829.0,781.77,34670,213400229.0,10.014454379165228,34670,34
BALARUC-LES-BAINS,34023,34,76,7139.0,867.47,34540,213400237.0,8.229679412544526,34540,34
BALARUC-LE-VIEUX,34024,34,76,2737.0,692.37,34540,213400245.0,3.9530886664644624,34540,34
BASSAN,34025,34,76,2383.0,686.25,34290,213400252.0,3.472495446265938,34290,34
BEAUFORT,34026,34,76,214.0,607.42,34210,213400260.0,0.352309769187712,34210,34
BEAULIEU,34027,34,76,2264.0,789.21,34160,213400278.0,2.868691476286413,34160,34
BÉDARIEUX,34028,34,76,5804.0,2813.28,34600,213400286.0,2.0630722857305352,34600,34
BÉLARGA,34029,34,76,664.0,415.6,34230,213400294.0,1.5976900866217516,34230,34
BERLOU,34030,34,76,211.0,1127.73,34360,213400302.0,0.1871015225275553,34360,34
BESSAN,34031,34,76,5838.0,2787.89,34550,213400310.0,2.094056795641148,34550,34
BÉZIERS,34032,34,76,81545.0,9577.88,34500,213400328.0,8.513888250844655,34500,34
BOISSERON,34033,34,76,2185.0,748.95,34160,213400336.0,2.9174177181387275,34160,34
BOISSET,34034,34,76,43.0,1741.36,34220,213400344.0,0.024693343134102,34220,34
LA BOISSIÈRE,34035,34,76,1072.0,2445.73,34150,213400351.0,0.4383149407334415,34150,34
LE BOSC,34036,34,76,1435.0,2808.17,34700,213400369.0,0.511008948888422,34700,34
BOUJAN-SUR-LIBRON,34037,34,76,3619.0,706.77,34760,213400377.0,5.12047766600167,34760,34
LE BOUSQUET-D'ORB,34038,34,76,1599.0,1184.3,34260,213400385.0,1.3501646542261252,34260,34
BOUZIGUES,34039,34,76,1601.0,649.85,34140,213400393.0,2.4636454566438406,34140,34
BRENAS,34040,34,76,58.0,1050.5,34650,213400401.0,0.0552118039029033,34650,34
BRIGNAC,34041,34,76,978.0,469.68,34800,213400419.0,2.082268778742974,34800,34
BRISSAC,34042,34,76,615.0,4395.53,34190,213400427.0,0.1399148680591419,34190,34
BUZIGNARGUES,34043,34,76,378.0,461.01,34160,213400435.0,0.8199388299603045,34160,34
CABREROLLES,34044,34,76,343.0,2858.0,34480,213400443.0,0.1200139958012596,34480,34
CABRIÈRES,34045,34,76,560.0,2896.23,34800,213400450.0,0.1933548095282488,34800,34
CAMBON-ET-SALVERGUES,34046,34,76,52.0,4992.94,34330,213400468.0,0.0104147055642567,34330,34
CAMPAGNAN,34047,34,76,714.0,380.18,34230,213400476.0,1.8780577621126835,34230,34
CAMPAGNE,34048,34,76,318.0,487.93,34160,213400484.0,0.6517328305289694,34160,34
CAMPLONG,34049,34,76,212.0,1310.76,34260,213400492.0,0.161738228203485,34260,34
CANDILLARGUES,34050,34,76,2091.0,840.43,34130,213400500.0,2.4880120890496533,34130,34
CANET,34051,34,76,3619.0,732.33,34800,213400518.0,4.941761227861756,34800,34
CAPESTANG,34052,34,76,3514.0,4052.57,34310,213400526.0,0.8671040845685577,34310,34
