nom commune,code insee,code Departement,code Region,population,surface,code Postal,siren,density,code Postal 2,cp
AGNAT,43001,43,84,170.0,1985.37,43100,214300014.0,0.0856263567999919,43100,43
AIGUILHE,43002,43,84,1498.0,110.08,43000,214300022.0,13.60828488372093,43000,43
ALLÈGRE,43003,43,84,922.0,2395.19,43270,214300030.0,0.3849381468693506,43270,43
ALLEYRAC,43004,43,84,117.0,1144.91,43150,214300048.0,0.1021914386283638,43150,43
ALLEYRAS,43005,43,84,152.0,2505.36,43580,214300055.0,0.0606699236836223,43580,43
ALLY,43006,43,84,123.0,3114.67,43380,214300063.0,0.0394905399287886,43380,43
ARAULES,43007,43,84,620.0,3175.4,43200,214300071.0,0.1952509920010077,43200,43
ARLEMPDES,43008,43,84,156.0,1378.41,43490,214300089.0,0.1131738742464143,43490,43
ARLET,43009,43,84,24.0,583.25,43380,214300097.0,0.0411487355336476,43380,43
ARSAC-EN-VELAY,43010,43,84,1219.0,1199.36,43700,214300105.0,1.0163754002134473,43700,43
AUBAZAT,43011,43,84,175.0,1655.65,43380,214300113.0,0.1056986681967807,43380,43
AUREC-SUR-LOIRE,43012,43,84,6164.0,2297.81,43110,214300121.0,2.6825542581849677,43110,43
VISSAC-AUTEYRAC,43013,43,84,302.0,1759.64,43300,214300139.0,0.1716260144120388,43300,43
AUTRAC,43014,43,84,50.0,846.48,43450,214300147.0,0.0590681410074662,43450,43
AUVERS,43015,43,84,48.0,2121.5,43300,214300154.0,0.022625500824888,43300,43
AUZON,43016,43,84,858.0,1703.92,43390,214300162.0,0.5035447673599699,43390,43
AZÉRAT,43017,43,84,294.0,1814.46,43390,214300170.0,0.162031678846599,43390,43
BAINS,43018,43,84,1378.0,3771.28,43370,214300188.0,0.3653931821556606,43370,43
BARGES,43019,43,84,100.0,709.34,43340,214300196.0,0.1409761186455014,43340,43
BAS-EN-BASSET,43020,43,84,4638.0,4699.42,43210,214300204.0,0.9869303020372728,43210,43
BEAULIEU,43021,43,84,1096.0,2264.17,43800,214300212.0,0.48406259247318,43800,43
BEAUMONT,43022,43,84,268.0,1226.33,43100,214300220.0,0.2185382401148141,43100,43
BEAUNE-SUR-ARZON,43023,43,84,227.0,1450.69,43500,214300238.0,0.1564772625440307,43500,43
BEAUX,43024,43,84,886.0,1686.59,43200,214300246.0,0.5253203208841509,43200,43
BEAUZAC,43025,43,84,2954.0,3584.83,43590,214300253.0,0.8240279176418408,43590,43
BELLEVUE-LA-MONTAGNE,43026,43,84,461.0,3296.7,43350,214300261.0,0.1398368065034732,43350,43
BERBEZIT,43027,43,84,45.0,1047.53,43160,214300279.0,0.042958196901282,43160,43
BESSAMOREL,43028,43,84,432.0,743.05,43200,214300287.0,0.5813875243927058,43200,43
LA BESSEYRE-SAINT-MARY,43029,43,84,103.0,2172.39,43170,214300295.0,0.0474132177003208,43170,43
BLANZAC,43030,43,84,464.0,866.85,43350,214300303.0,0.5352713848993482,43350,43
BLASSAC,43031,43,84,126.0,1229.03,43380,214300311.0,0.1025198733960928,43380,43
BLAVOZY,43032,43,84,1724.0,630.31,43700,214300329.0,2.7351620631118023,43700,43
BLESLE,43033,43,84,611.0,2990.19,43450,214300337.0,0.2043348415986944,43450,43
BOISSET,43034,43,84,394.0,1419.17,43500,214300345.0,0.2776270637062508,43500,43
BONNEVAL,43035,43,84,92.0,1470.79,43160,214300352.0,0.0625514179454578,43160,43
BORNE,43036,43,84,403.0,545.7,43350,214300360.0,0.7385010078797873,43350,43
LE BOUCHET-SAINT-NICOLAS,43037,43,84,267.0,1936.51,43510,214300378.0,0.1378769022623172,43510,43
BOURNONCLE-SAINT-PIERRE,43038,43,84,1075.0,1619.43,43360,214300386.0,0.6638138110322768,43360,43
LE BRIGNON,43039,43,84,617.0,3490.79,43370,214300394.0,0.1767508214472941,43370,43
BRIOUDE,43040,43,84,6527.0,1351.61,43100,214300402.0,4.829055718735434,43100,43
BRIVES-CHARENSAC,43041,43,84,4244.0,472.93,43700,214300410.0,8.973843909246611,43700,43
CAYRES,43042,43,84,674.0,2916.72,43510,214300428.0,0.2310814887956334,43510,43
CÉAUX-D'ALLÈGRE,43043,43,84,487.0,3255.8,43270,214300436.0,0.1495792124823392,43270,43
CERZAT,43044,43,84,220.0,1047.06,43380,214300444.0,0.2101121234695242,43380,43
CEYSSAC,43045,43,84,442.0,1093.11,43000,214300451.0,0.4043508887486163,43000,43
CHADRAC,43046,43,84,2542.0,247.6,43770,214300469.0,10.266558966074314,43770,43
CHADRON,43047,43,84,346.0,1368.07,43150,214300477.0,0.252911035254044,43150,43
LA CHAISE-DIEU,43048,43,84,594.0,1356.33,43160,214300485.0,0.4379465174404459,43160,43
CHAMALIÈRES-SUR-LOIRE,43049,43,84,506.0,1371.62,43800,214300493.0,0.3689068400869045,43800,43
CHAMBEZON,43050,43,84,125.0,514.77,43410,214300501.0,0.242826893564116,43410,43
LE CHAMBON-SUR-LIGNON,43051,43,84,2501.0,4175.76,43400,214300519.0,0.5989328888633446,43400,43
CHAMPAGNAC-LE-VIEUX,43052,43,84,191.0,2080.81,43440,214300527.0,0.0917911774741567,43440,43
CHAMPCLAUSE,43053,43,84,201.0,2210.6,4326043430,214300535.0,0.0909255405772188,4326043430,432
CHANALEILLES,43054,43,84,173.0,4859.94,43170,214300543.0,0.0355971472898842,43170,43
CHANIAT,43055,43,84,164.0,1399.81,43100,214300550.0,0.1171587572599138,43100,43
CHANTEUGES,43056,43,84,403.0,1620.54,43300,214300568.0,0.2486825379194589,43300,43
LA CHAPELLE-BERTIN,43057,43,84,50.0,1136.33,43270,214300576.0,0.0440013024385521,43270,43
LA CHAPELLE-D'AUREC,43058,43,84,1115.0,1168.01,43120,214300584.0,0.9546151145966216,43120,43
LA CHAPELLE-GENESTE,43059,43,84,110.0,1806.41,43160,214300592.0,0.0608942598856295,43160,43
CHARRAIX,43060,43,84,67.0,977.94,43300,214300600.0,0.0685113606151706,43300,43
CHASPINHAC,43061,43,84,875.0,1645.21,43700,214300618.0,0.5318469982555418,43700,43
CHASPUZAC,43062,43,84,876.0,1005.05,43320,214300626.0,0.8715984279389085,43320,43
CHASSAGNES,43063,43,84,160.0,1221.76,43230,214300634.0,0.1309586170770036,43230,43
CHASSIGNOLLES,43064,43,84,64.0,1819.49,43440,214300642.0,0.0351746918092432,43440,43
CHASTEL,43065,43,84,122.0,2789.2,43300,214300659.0,0.0437401405420909,43300,43
CHAUDEYROLLES,43066,43,84,129.0,1889.91,43430,214300667.0,0.068257218597711,43430,43
CHAVANIAC-LAFAYETTE,43067,43,84,273.0,846.18,43230,214300675.0,0.3226263915478976,43230,43
CHAZELLES,43068,43,84,32.0,491.95,43300,214300683.0,0.065047260900498,43300,43
CHENEREILLES,43069,43,84,287.0,1456.37,43190,214300691.0,0.1970653062065272,43190,43
CHILHAC,43070,43,84,176.0,409.47,43380,214300709.0,0.4298239187242044,43380,43
CHOMELIX,43071,43,84,457.0,2688.04,43500,214300717.0,0.1700123510066814,43500,43
LA CHOMETTE,43072,43,84,143.0,707.32,43230,214300725.0,0.2021715772210597,43230,43
CISTRIÈRES,43073,43,84,136.0,2212.33,43160,214300733.0,0.0614736499527647,43160,43
COHADE,43074,43,84,893.0,1010.04,43100,214300741.0,0.8841234010534237,43100,43
COLLAT,43075,43,84,77.0,1034.16,43230,214300758.0,0.074456563781233,43230,43
CONNANGLES,43076,43,84,131.0,2199.41,43160,214300766.0,0.0595614278374655,43160,43
COSTAROS,43077,43,84,553.0,387.03,43490,214300774.0,1.4288298064749505,43490,43
COUBON,43078,43,84,3140.0,2264.74,43700,214300782.0,1.3864726193735264,43700,43
COUTEUGES,43079,43,84,286.0,1056.69,43230,214300790.0,0.2706564839262224,43230,43
CRAPONNE-SUR-ARZON,43080,43,84,1998.0,3339.84,43500,214300808.0,0.5982322506467376,43500,43
CRONCE,43082,43,84,71.0,1634.29,43300,214300824.0,0.0434439420176345,43300,43
CUBELLES,43083,43,84,154.0,1213.55,43170,214300832.0,0.1269004161344815,43170,43
CUSSAC-SUR-LOIRE,43084,43,84,1653.0,1026.41,43370,214300840.0,1.6104675519529232,43370,43
DESGES,43085,43,84,57.0,1686.11,43300,214300857.0,0.0338056235951391,43300,43
DOMEYRAT,43086,43,84,176.0,952.73,43230,214300865.0,0.1847322956136576,43230,43
DUNIÈRES,43087,43,84,2670.0,3469.72,43220,214300873.0,0.7695145429602389,43220,43
ESPALEM,43088,43,84,329.0,1472.19,43450,214300881.0,0.2234765892989356,43450,43
ESPALY-SAINT-MARCEL,43089,43,84,3585.0,627.63,43000,214300899.0,5.711964055255485,43000,43
ESPLANTAS-VAZEILLES,43090,43,84,126.0,1722.17,4317043580,200059376.0,0.0731635088289773,4317043580,431
LES ESTABLES,43091,43,84,321.0,3382.16,43150,214300915.0,0.0949097618090214,43150,43
FAY-SUR-LIGNON,43092,43,84,335.0,1336.07,43430,214300923.0,0.2507353656619788,43430,43
FÉLINES,43093,43,84,298.0,2055.57,43160,214300931.0,0.1449719542511322,43160,43
FERRUSSAC,43094,43,84,77.0,1727.77,43300,214300949.0,0.0445661170178901,43300,43
FIX-SAINT-GENEYS,43095,43,84,143.0,807.33,43320,214300956.0,0.1771270731918794,43320,43
FONTANNES,43096,43,84,875.0,994.94,43100,214300964.0,0.8794500170864574,43100,43
FREYCENET-LA-CUCHE,43097,43,84,105.0,1626.16,43150,214300972.0,0.0645692920745806,43150,43
FREYCENET-LA-TOUR,43098,43,84,117.0,800.11,43150,214300980.0,0.1462298933896589,43150,43
FRUGERÈS-LES-MINES,43099,43,84,548.0,106.68,43250,214300998.0,5.1368578927634045,43250,43
FRUGIÈRES-LE-PIN,43100,43,84,185.0,1164.45,43230,214301004.0,0.1588732878182833,43230,43
GOUDET,43101,43,84,85.0,445.34,43150,214301012.0,0.1908654062064939,43150,43
GRAZAC,43102,43,84,1152.0,2174.97,43200,214301020.0,0.5296624781031463,43200,43
GRENIER-MONTGON,43103,43,84,112.0,512.6,43450,214301038.0,0.2184939523995318,43450,43
GRÈZES,43104,43,84,182.0,3573.62,43170,214301046.0,0.050928750118927,43170,43
JAVAUGUES,43105,43,84,174.0,698.73,43100,214301053.0,0.2490232278562534,43100,43
JAX,43106,43,84,145.0,1241.73,43230,214301061.0,0.1167725673052918,43230,43
JOSAT,43107,43,84,84.0,1245.81,43230,214301079.0,0.0674260119921978,43230,43
JULLIANGES,43108,43,84,426.0,1855.85,43500,214301087.0,0.2295444136110138,43500,43
LAFARRE,43109,43,84,86.0,1294.45,43490,214301095.0,0.0664374831009309,43490,43
LAMOTHE,43110,43,84,819.0,1248.79,43100,214301103.0,0.6558348481329928,43100,43
LANDOS,43111,43,84,873.0,3687.58,43340,214301111.0,0.2367406266440321,43340,43
LANGEAC,43112,43,84,3499.0,3400.1,43300,214301129.0,1.0290873797829476,43300,43
LANTRIAC,43113,43,84,1921.0,2316.97,43260,214301137.0,0.8291000746664826,43260,43
LAPTE,43114,43,84,1806.0,3122.85,43200,214301145.0,0.5783178827032999,43200,43
LAUSSONNE,43115,43,84,1011.0,2505.49,43150,214301152.0,0.4035138835118081,43150,43
LAVAL-SUR-DOULON,43116,43,84,59.0,1250.22,43440,214301160.0,0.0471916942618099,43440,43
LAVAUDIEU,43117,43,84,243.0,1761.7,43100,214301178.0,0.1379349491967985,43100,43
LAVOÛTE-CHILHAC,43118,43,84,254.0,364.32,43380,214301186.0,0.6971892841458059,43380,43
LAVOÛTE-SUR-LOIRE,43119,43,84,805.0,1051.96,43800,214301194.0,0.7652382219856269,43800,43
LEMPDES-SUR-ALLAGNON,43120,43,84,1293.0,1042.25,43410,214301202.0,1.2405852722475414,43410,43
LÉOTOING,43121,43,84,226.0,1974.89,43410,214301210.0,0.114436753439432,43410,43
LISSAC,43122,43,84,294.0,1211.44,43350,214301228.0,0.24268638975104,43350,43
LORLANGES,43123,43,84,425.0,1463.59,43360,214301236.0,0.2903818692393362,43360,43
LOUDES,43124,43,84,944.0,2503.33,43320,214301244.0,0.3770977058558001,43320,43
LUBILHAC,43125,43,84,105.0,2423.04,43100,214301251.0,0.0433339936608557,43100,43
MALREVERS,43126,43,84,763.0,1420.16,43800,214301269.0,0.537263406940063,43800,43
MALVALETTE,43127,43,84,887.0,2099.38,43210,214301277.0,0.4225056921567319,43210,43
MALVIÈRES,43128,43,84,144.0,1364.13,43160,214301285.0,0.1055617866332387,43160,43
